layer,metric,node,score
CO_AUTHOR_full,betweenness,Enno Jacobs,0.0
CO_AUTHOR_full,betweenness,Monique van Rijn,0.0
CO_AUTHOR_full,betweenness,Cornelis Vink,0.0
CO_AUTHOR_full,betweenness,Marie‐Claire Y. de Wit,0.0
CO_AUTHOR_full,betweenness,Annemarie M. C. van Rossum,0.0
CO_AUTHOR_full,betweenness,Fleur M. Moesker,0.0
CO_AUTHOR_full,betweenness,Matthijs de Hoog,0.0
CO_AUTHOR_full,betweenness,Proximal Origin Paper,0.0006056280587275693
CO_AUTHOR_full,betweenness,Paul Bastard,0.0
CO_AUTHOR_full,betweenness,Lindsey B. Rosen,0.0
CO_AUTHOR_full,betweenness,Qian Zhang,0.0
CO_AUTHOR_full,betweenness,Eleftherios Michailidis,0.0
CO_AUTHOR_full,betweenness,Hans-Heinrich Hoffmann,0.0
CO_AUTHOR_full,betweenness,Yu Zhang,0.0
CO_AUTHOR_full,betweenness,Karim Dorgham,0.0
CO_AUTHOR_full,betweenness,Quentin Philippot,0.0
CO_AUTHOR_full,betweenness,Jérémie Rosain,0.0
CO_AUTHOR_full,betweenness,Vivien Béziat,0.0
CO_AUTHOR_full,betweenness,Jérémy Manry,0.0
CO_AUTHOR_full,betweenness,Elana Shaw,0.0
CO_AUTHOR_full,betweenness,Liis Haljasmägi,0.0
CO_AUTHOR_full,betweenness,Pärt Peterson,0.0
CO_AUTHOR_full,betweenness,Lazaro Lorenzo,0.0
CO_AUTHOR_full,betweenness,Lucy Bizien,0.0
CO_AUTHOR_full,betweenness,Sophie Trouillet‐Assant,0.0
CO_AUTHOR_full,betweenness,Kerry Dobbs,0.0
CO_AUTHOR_full,betweenness,Adriana A. de Jesus,0.0
CO_AUTHOR_full,betweenness,Alexandre Bélot,0.0
CO_AUTHOR_full,betweenness,Anne Kallaste,0.0
CO_AUTHOR_full,betweenness,Émilie Catherinot,0.0
CO_AUTHOR_full,betweenness,Yacine Tandjaoui-Lambiotte,0.0
CO_AUTHOR_full,betweenness,Jérémie Le Pen,0.0
CO_AUTHOR_full,betweenness,Gaspard Kerner,0.0
CO_AUTHOR_full,betweenness,Benedetta Bigio,0.0
CO_AUTHOR_full,betweenness,Yoann Seeleuthner,0.0
CO_AUTHOR_full,betweenness,Rui Yang,0.0
CO_AUTHOR_full,betweenness,Alexandre Bolze,0.0
CO_AUTHOR_full,betweenness,András N. Spaan,0.0
CO_AUTHOR_full,betweenness,Ottavia M. Delmonte,0.0
CO_AUTHOR_full,betweenness,Michael S. Abers,0.0
CO_AUTHOR_full,betweenness,Alessandro Aiuti,0.0
CO_AUTHOR_full,betweenness,Giorgio Casari,0.0
CO_AUTHOR_full,betweenness,Vito Lampasona,0.0
CO_AUTHOR_full,betweenness,Lorenzo Piemonti,0.0
CO_AUTHOR_full,betweenness,Fabio Ciceri,0.0
CO_AUTHOR_full,betweenness,Kaya Bilgüvar,0.0
CO_AUTHOR_full,betweenness,Richard P. Lifton,0.0
CO_AUTHOR_full,betweenness,Marc Vasse,0.0
CO_AUTHOR_full,betweenness,David M. Smadja,0.0
CO_AUTHOR_full,betweenness,Mélanie Migaud,0.0
CO_AUTHOR_full,betweenness,Jérôme Hadjadj,0.0
CO_AUTHOR_full,betweenness,Benjamin Terrier,0.0
CO_AUTHOR_full,betweenness,Darragh Duffy,0.0
CO_AUTHOR_full,betweenness,Lluís Quintana‐Murci,0.0
CO_AUTHOR_full,betweenness,Diederik van de Beek,0.0
CO_AUTHOR_full,betweenness,Lucie Roussel,0.0
CO_AUTHOR_full,betweenness,Donald C. Vinh,0.0
CO_AUTHOR_full,betweenness,Stuart G. Tangye,0.0
CO_AUTHOR_full,betweenness,Filomeen Haerynck,0.0
CO_AUTHOR_full,betweenness,David Dalmau,0.0
CO_AUTHOR_full,betweenness,Javier Martínez‐Picado,0.0
CO_AUTHOR_full,betweenness,Petter Brodin,0.0
CO_AUTHOR_full,betweenness,Michel C. Nussenzweig,0.0
CO_AUTHOR_full,betweenness,Stéphanie Boisson‐Dupuis,0.0
CO_AUTHOR_full,betweenness,Carlos Rodríguez-Gallego,0.0
CO_AUTHOR_full,betweenness,Guillaume Vogt,0.0
CO_AUTHOR_full,betweenness,Trine H. Mogensen,0.0
CO_AUTHOR_full,betweenness,Andrew J. Oler,0.0
CO_AUTHOR_full,betweenness,Jingwen Gu,0.0
CO_AUTHOR_full,betweenness,Peter D. Burbelo,0.0
CO_AUTHOR_full,betweenness,Jeffrey I. Cohen,0.0
CO_AUTHOR_full,betweenness,Andrea Biondi,0.0
CO_AUTHOR_full,betweenness,Laura Rachele Bettini,0.0
CO_AUTHOR_full,betweenness,Mariella D’Angiò,0.0
CO_AUTHOR_full,betweenness,Paolo Bonfanti,0.0
CO_AUTHOR_full,betweenness,Patrick Rossignol,0.0
CO_AUTHOR_full,betweenness,Julien Mayaux,0.0
CO_AUTHOR_full,betweenness,Frédéric Rieux‐Laucat,0.0
CO_AUTHOR_full,betweenness,Eystein S. Husebye,0.0
CO_AUTHOR_full,betweenness,Francesca Fusco,0.0
CO_AUTHOR_full,betweenness,Matilde Valeria Ursini,0.0
CO_AUTHOR_full,betweenness,Luisa Imberti,0.0
CO_AUTHOR_full,betweenness,Alessandra Sottini,0.0
CO_AUTHOR_full,betweenness,Simone Paghera,0.0
CO_AUTHOR_full,betweenness,Eugenia Quirós-Roldán,0.0
CO_AUTHOR_full,betweenness,Camillo Rossi,0.0
CO_AUTHOR_full,betweenness,Riccardo Castagnoli,0.0
CO_AUTHOR_full,betweenness,Daniela Montagna,0.0
CO_AUTHOR_full,betweenness,Amelia Licari,0.0
CO_AUTHOR_full,betweenness,Gian Luigi Marseglia,0.0
CO_AUTHOR_full,betweenness,Xavier Duval,0.0
CO_AUTHOR_full,betweenness,Jade Ghosn,0.0
CO_AUTHOR_full,betweenness,HGID Lab,0.0
CO_AUTHOR_full,betweenness,NIAID-USUHS Immune Response to COVID Group,0.0
CO_AUTHOR_full,betweenness,Imagine COVID Group,0.0
CO_AUTHOR_full,betweenness,French COVID Cohort Study Group,0.0
CO_AUTHOR_full,betweenness,CoV-Contact Cohort,0.0
CO_AUTHOR_full,betweenness,Amsterdam UMC Covid-19 Biobank,0.0
CO_AUTHOR_full,betweenness,COVID Human Genetic Effort,0.0
CO_AUTHOR_full,betweenness,John S. Tsang,0.0
CO_AUTHOR_full,betweenness,Raphaela Goldbach‐Mansky,0.0
CO_AUTHOR_full,betweenness,Kai Kisand,0.0
CO_AUTHOR_full,betweenness,Michail S. Lionakis,0.0
CO_AUTHOR_full,betweenness,Anne Puel,0.0
CO_AUTHOR_full,betweenness,Shen‐Ying Zhang,0.0
CO_AUTHOR_full,betweenness,Guy Gorochov,0.0
CO_AUTHOR_full,betweenness,Emmanuelle Jouanguy,0.0
CO_AUTHOR_full,betweenness,Zhiyong Liu,0.0
CO_AUTHOR_full,betweenness,Marcela Moncada‐Vélez,0.0
CO_AUTHOR_full,betweenness,Jie Chen,0.0
CO_AUTHOR_full,betweenness,Masato Ogishi,0.0
CO_AUTHOR_full,betweenness,Ira K. D. Sabli,0.0
CO_AUTHOR_full,betweenness,Stephanie Hodeib,0.0
CO_AUTHOR_full,betweenness,Cecilia B. Korol,0.0
CO_AUTHOR_full,betweenness,Junqiang Ye,0.0
CO_AUTHOR_full,betweenness,Andrés A. Arias,0.0
CO_AUTHOR_full,betweenness,Qinhua Zhou,0.0
CO_AUTHOR_full,betweenness,Fanny Onodi,0.0
CO_AUTHOR_full,betweenness,Sarantis Korniotis,0.0
CO_AUTHOR_full,betweenness,Léa Karpf,0.0
CO_AUTHOR_full,betweenness,Marwa Chbihi,0.0
CO_AUTHOR_full,betweenness,Lucie Bonnet‐Madin,0.0
CO_AUTHOR_full,betweenness,Nikaïa Smith,0.0
CO_AUTHOR_full,betweenness,William M. Schneider,0.0
CO_AUTHOR_full,betweenness,Brandon S. Razooky,0.0
CO_AUTHOR_full,betweenness,Leen Moens,0.0
CO_AUTHOR_full,betweenness,Ji Eun Han,0.0
CO_AUTHOR_full,betweenness,Philip Meade,0.0
CO_AUTHOR_full,betweenness,Anna‐Lena Neehus,0.0
CO_AUTHOR_full,betweenness,Aileen Ugurbil,0.0
CO_AUTHOR_full,betweenness,Aurélien Corneau,0.0
CO_AUTHOR_full,betweenness,Peng Zhang,0.0
CO_AUTHOR_full,betweenness,Franck Rapaport,0.0
CO_AUTHOR_full,betweenness,Cécile Masson,0.0
CO_AUTHOR_full,betweenness,Yohann Schmitt,0.0
CO_AUTHOR_full,betweenness,Agatha Schlüter,0.0
CO_AUTHOR_full,betweenness,Tom Le Voyer,0.0
CO_AUTHOR_full,betweenness,Taushif Khan,0.0
CO_AUTHOR_full,betweenness,Juan Li,0.0
CO_AUTHOR_full,betweenness,Jacques Fellay,0.0
CO_AUTHOR_full,betweenness,Mohammad Shahrooei,0.0
CO_AUTHOR_full,betweenness,Mohammed F. Alosaimi,0.0
CO_AUTHOR_full,betweenness,Davood Mansouri,0.0
CO_AUTHOR_full,betweenness,Haya Al‐Saud,0.0
CO_AUTHOR_full,betweenness,Fahd Al‐Mulla,0.0
CO_AUTHOR_full,betweenness,Feras Almourfi,0.0
CO_AUTHOR_full,betweenness,Saleh Zaid Al-Muhsen,0.0
CO_AUTHOR_full,betweenness,Fahad Alsohime,0.0
CO_AUTHOR_full,betweenness,Saeed Al Turki,0.0
CO_AUTHOR_full,betweenness,Rana Hasanato,0.0
CO_AUTHOR_full,betweenness,Miranda F. Tompkins,0.0
CO_AUTHOR_full,betweenness,Camille Alba,0.0
CO_AUTHOR_full,betweenness,Isabelle Vandernoot,0.0
CO_AUTHOR_full,betweenness,Jean‐Christophe Goffard,0.0
CO_AUTHOR_full,betweenness,Guillaume Smits,0.0
CO_AUTHOR_full,betweenness,Isabelle Migeotte,0.0
CO_AUTHOR_full,betweenness,Pere Soler‐Palacín,0.0
CO_AUTHOR_full,betweenness,Andrea Martín-Nalda,0.0
CO_AUTHOR_full,betweenness,Roger Colobrán,0.0
CO_AUTHOR_full,betweenness,Pierre‐Emmanuel Morange,0.0
CO_AUTHOR_full,betweenness,Sevgi Keleş,0.0
CO_AUTHOR_full,betweenness,Fatma Çölkesen,0.0
CO_AUTHOR_full,betweenness,Tayfun Özçelık,0.0
CO_AUTHOR_full,betweenness,Kadriye Kart Yaşar,0.0
CO_AUTHOR_full,betweenness,Sevtap Şenoğlu,0.0
CO_AUTHOR_full,betweenness,Şemsi̇ Nur Karabela,0.0
CO_AUTHOR_full,betweenness,Carlos Rodríguez‐Gallego,0.0
CO_AUTHOR_full,betweenness,Giuseppe Novelli,0.0
CO_AUTHOR_full,betweenness,Sami Hraiech,0.0
CO_AUTHOR_full,betweenness,Cédric Laouenan,0.0
CO_AUTHOR_full,betweenness,Menno D. de Jong,0.0
CO_AUTHOR_full,betweenness,Cameron P. Simmons,0.0
CO_AUTHOR_full,betweenness,Tran Tan Thanh,0.0
CO_AUTHOR_full,betweenness,Vo Minh Hien,0.0
CO_AUTHOR_full,betweenness,Tran Nguyen Bich Chau,0.0
CO_AUTHOR_full,betweenness,Dang Minh Hoang,0.0
CO_AUTHOR_full,betweenness,Nguyễn Văn Vĩnh Châu,0.0
CO_AUTHOR_full,betweenness,Truong Huu Khanh,0.0
CO_AUTHOR_full,betweenness,Vo Cong Dong,0.0
CO_AUTHOR_full,betweenness,Phan Tu Qui,0.0
CO_AUTHOR_full,betweenness,Bach Van Cam,0.0
CO_AUTHOR_full,betweenness,Do Quang Ha,0.0
CO_AUTHOR_full,betweenness,Yi Guan,0.0
CO_AUTHOR_full,betweenness,Nguyen Tran Chinh,0.0
CO_AUTHOR_full,betweenness,Tran Tinh Hien,0.0
CO_AUTHOR_full,betweenness,Jeremy Farrar,0.0
CO_AUTHOR_full,betweenness,John C. Marshall,0.0
CO_AUTHOR_full,betweenness,Srinivas Murthy,0.0
CO_AUTHOR_full,betweenness,Janet Dı́az,0.00025642305178407885
CO_AUTHOR_full,betweenness,Neeta Adhikari,0.00025642305178407885
CO_AUTHOR_full,betweenness,Derek Angus,0.00025642305178407885
CO_AUTHOR_full,betweenness,Yaseen M. Arabi,0.0
CO_AUTHOR_full,betweenness,J. Kenneth Baillie,0.0
CO_AUTHOR_full,betweenness,Michael Bauer,0.00025642305178407885
CO_AUTHOR_full,betweenness,Scott Berry,0.0
CO_AUTHOR_full,betweenness,Bronagh Blackwood,0.00025642305178407885
CO_AUTHOR_full,betweenness,Fernando A. Bozza,0.00025642305178407885
CO_AUTHOR_full,betweenness,Frank M. Brunkhorst,0.0
CO_AUTHOR_full,betweenness,Mike Clarke,0.00025642305178407885
CO_AUTHOR_full,betweenness,Vu Quoc Dat,0.00025642305178407885
CO_AUTHOR_full,betweenness,Justin T. Denholm,0.00025642305178407885
CO_AUTHOR_full,betweenness,Lennie Derde,0.0
CO_AUTHOR_full,betweenness,Jake Dunning,0.00025642305178407885
CO_AUTHOR_full,betweenness,Xiaobin Feng,0.00025642305178407885
CO_AUTHOR_full,betweenness,Tom Fletcher,0.00025642305178407885
CO_AUTHOR_full,betweenness,Nadine E. Foster,0.00025642305178407885
CO_AUTHOR_full,betweenness,Rob Fowler,0.00025642305178407885
CO_AUTHOR_full,betweenness,Nina Gobat,0.00025642305178407885
CO_AUTHOR_full,betweenness,Charles D. Gomersall,0.00025642305178407885
CO_AUTHOR_full,betweenness,Anthony Gordon,0.0
CO_AUTHOR_full,betweenness,Thomas Glueck,0.00025642305178407885
CO_AUTHOR_full,betweenness,Michael O. Harhay,0.0
CO_AUTHOR_full,betweenness,Carol Hodgson,0.00025642305178407885
CO_AUTHOR_full,betweenness,Peter Horby,0.0
CO_AUTHOR_full,betweenness,Yae‐Jean Kim,0.00025642305178407885
CO_AUTHOR_full,betweenness,Richard Kojan,0.00025642305178407885
CO_AUTHOR_full,betweenness,Bharath Kumar,0.00025642305178407885
CO_AUTHOR_full,betweenness,John G. Laffey,0.00025642305178407885
CO_AUTHOR_full,betweenness,Denis Malvey,0.00025642305178407885
CO_AUTHOR_full,betweenness,Ignacio Martín‐Loeches,0.0
CO_AUTHOR_full,betweenness,Colin McArthur,0.0
CO_AUTHOR_full,betweenness,Danny McAuley,0.00025642305178407885
CO_AUTHOR_full,betweenness,Stephen McBride,0.00025642305178407885
CO_AUTHOR_full,betweenness,Shay McGuinness,0.0
CO_AUTHOR_full,betweenness,Laura Merson,0.00025642305178407885
CO_AUTHOR_full,betweenness,Susan C. Morpeth,0.00025642305178407885
CO_AUTHOR_full,betweenness,Dale M. Needham,0.00025642305178407885
CO_AUTHOR_full,betweenness,Myoung‐don Oh,0.00025642305178407885
CO_AUTHOR_full,betweenness,Sabai Phyu,0.00025642305178407885
CO_AUTHOR_full,betweenness,Simone Piva,0.00025642305178407885
CO_AUTHOR_full,betweenness,Ruijin Qiu,0.00025642305178407885
CO_AUTHOR_full,betweenness,Halima Salisu-Kabara,0.00025642305178407885
CO_AUTHOR_full,betweenness,Lei Shi,0.00025642305178407885
CO_AUTHOR_full,betweenness,Naoki Shimizu,0.00025642305178407885
CO_AUTHOR_full,betweenness,Jorge Sinclair,0.00025642305178407885
CO_AUTHOR_full,betweenness,Steven Y. C. Tong,0.00025642305178407885
CO_AUTHOR_full,betweenness,Alexis F. Turgeon,0.00025642305178407885
CO_AUTHOR_full,betweenness,Tim Uyeki,0.00025642305178407885
CO_AUTHOR_full,betweenness,Steve Webb,0.00025642305178407885
CO_AUTHOR_full,betweenness,Paula Williamson,0.00025642305178407885
CO_AUTHOR_full,betweenness,Timo Wolf,0.00025642305178407885
CO_AUTHOR_full,betweenness,Junhua Zhang,0.00025642305178407885
CO_AUTHOR_full,betweenness,COVID-19 Host Genetics Initiative,0.000627385764392246
CO_AUTHOR_full,betweenness,COVID-19 Host Genetics InitiativeLeadership,0.000627385764392246
CO_AUTHOR_full,betweenness,Mari Niemi,0.000627385764392246
CO_AUTHOR_full,betweenness,Juha Karjalainen,0.000627385764392246
CO_AUTHOR_full,betweenness,Rachel G. Liao,0.000627385764392246
CO_AUTHOR_full,betweenness,Benjamin M. Neale,0.000627385764392246
CO_AUTHOR_full,betweenness,Mark J. Daly,0.000627385764392246
CO_AUTHOR_full,betweenness,Andrea Ganna,0.000627385764392246
CO_AUTHOR_full,betweenness,Writing group,0.000627385764392246
CO_AUTHOR_full,betweenness,Writing group leaders,0.000627385764392246
CO_AUTHOR_full,betweenness,Gita A. Pathak,0.0006337229943356019
CO_AUTHOR_full,betweenness,Shea J. Andrews,0.000627385764392246
CO_AUTHOR_full,betweenness,Masahiro Kanai,0.000627385764392246
CO_AUTHOR_full,betweenness,Writing group members,0.000627385764392246
CO_AUTHOR_full,betweenness,Kumar Veerapen,0.000627385764392246
CO_AUTHOR_full,betweenness,Israel Fernández‐Cadenas,0.000627385764392246
CO_AUTHOR_full,betweenness,Eva C. Schulte,0.000627385764392246
CO_AUTHOR_full,betweenness,Pasquale Striano,0.000627385764392246
CO_AUTHOR_full,betweenness,M. Marttila,0.000627385764392246
CO_AUTHOR_full,betweenness,Camelia C. Minică,0.000627385764392246
CO_AUTHOR_full,betweenness,Eirini Marouli,0.000627385764392246
CO_AUTHOR_full,betweenness,Mohd Anisul Karim,0.000627385764392246
CO_AUTHOR_full,betweenness,Frank R. Wendt,0.000627385764392246
CO_AUTHOR_full,betweenness,Jeanne E. Savage,0.035189109180057125
CO_AUTHOR_full,betweenness,Laura Sloofman,0.000627385764392246
CO_AUTHOR_full,betweenness,Guillaume Butler‐Laporte,0.000627385764392246
CO_AUTHOR_full,betweenness,Han‐Na Kim,0.000627385764392246
CO_AUTHOR_full,betweenness,Stavroula Kanoni,0.035189109180057125
CO_AUTHOR_full,betweenness,Yukinori Okada,0.035189109180057125
CO_AUTHOR_full,betweenness,Jinyoung Byun,0.000627385764392246
CO_AUTHOR_full,betweenness,Younghun Han,0.000627385764392246
CO_AUTHOR_full,betweenness,Mohammed Jashim Uddin,0.000627385764392246
CO_AUTHOR_full,betweenness,George Davey Smith,0.000627385764392246
CO_AUTHOR_full,betweenness,Cristen J. Willer,0.000627385764392246
CO_AUTHOR_full,betweenness,Joseph D. Buxbaum,0.000627385764392246
CO_AUTHOR_full,betweenness,Analysis group,0.000627385764392246
CO_AUTHOR_full,betweenness,Manuscript analyses team leader,0.000627385764392246
CO_AUTHOR_full,betweenness,Manuscript analyses team member: meta-analysis,0.000627385764392246
CO_AUTHOR_full,betweenness,Juha Mehtonen,0.000627385764392246
CO_AUTHOR_full,betweenness,"Manuscript analyses team member: heritability, methods and supplements",0.000627385764392246
CO_AUTHOR_full,betweenness,Manuscript analyses team member: PHEWAS,0.000627385764392246
CO_AUTHOR_full,betweenness,Manuscript analyses team member: Mendelian randomization,0.000627385764392246
CO_AUTHOR_full,betweenness,Manuscript analyses team member: PC projection and gene prioritization,0.000627385764392246
CO_AUTHOR_full,betweenness,Manuscript analyses team member: gene prioritization,0.000627385764392246
CO_AUTHOR_full,betweenness,Hilary K. Finucane,0.000627385764392246
CO_AUTHOR_full,betweenness,Manuscript analyses team member: sensitivity analysis,0.000627385764392246
CO_AUTHOR_full,betweenness,Mattia Cordioli,0.000627385764392246
CO_AUTHOR_full,betweenness,Manuscript analyses team members: PC projection,0.000627385764392246
CO_AUTHOR_full,betweenness,Alicia R. Martin,0.000627385764392246
CO_AUTHOR_full,betweenness,Wei Zhou,0.035189109180057125
CO_AUTHOR_full,betweenness,In silico analysis team members,0.000627385764392246
CO_AUTHOR_full,betweenness,Bogdan Paşaniuc,0.000627385764392246
CO_AUTHOR_full,betweenness,Hanna Julienne,0.000627385764392246
CO_AUTHOR_full,betweenness,Hugues Aschard,0.035189109180057125
CO_AUTHOR_full,betweenness,Huwenbo Shi,0.000627385764392246
CO_AUTHOR_full,betweenness,Loïc Yengo,0.000627385764392246
CO_AUTHOR_full,betweenness,Renato Polimanti,0.000627385764392246
CO_AUTHOR_full,betweenness,Maya Ghoussaini,0.000627385764392246
CO_AUTHOR_full,betweenness,Jeremy Schwartzentruber,0.000627385764392246
CO_AUTHOR_full,betweenness,Ian Dunham,0.000627385764392246
CO_AUTHOR_full,betweenness,Project management group,0.000627385764392246
CO_AUTHOR_full,betweenness,Project management leader,0.000627385764392246
CO_AUTHOR_full,betweenness,Project management support,0.000627385764392246
CO_AUTHOR_full,betweenness,Karolina Chwiałkowska,0.000627385764392246
CO_AUTHOR_full,betweenness,Margherita Francescatto,0.035189109180057125
CO_AUTHOR_full,betweenness,Amy Trankiem,0.000627385764392246
CO_AUTHOR_full,betweenness,Mary K. Balaconis,0.000627385764392246
CO_AUTHOR_full,betweenness,Phenotype steering group,0.000627385764392246
CO_AUTHOR_full,betweenness,Lea K. Davis,0.000627385764392246
CO_AUTHOR_full,betweenness,Sulggi A. Lee,0.000627385764392246
CO_AUTHOR_full,betweenness,James R. Priest,0.000627385764392246
CO_AUTHOR_full,betweenness,Alessandra Renieri,0.000627385764392246
CO_AUTHOR_full,betweenness,Vijay G. Sankaran,0.000627385764392246
CO_AUTHOR_full,betweenness,David A. van Heel,0.000627385764392246
CO_AUTHOR_full,betweenness,Patrick Deelen,0.000627385764392246
CO_AUTHOR_full,betweenness,J. Brent Richards,0.000627385764392246
CO_AUTHOR_full,betweenness,Tomoko Nakanishi,0.000627385764392246
CO_AUTHOR_full,betweenness,Les Biesecker,0.000627385764392246
CO_AUTHOR_full,betweenness,V. Eric Kerchberger,0.000627385764392246
CO_AUTHOR_full,betweenness,Data dictionary,0.000627385764392246
CO_AUTHOR_full,betweenness,Francesca Mari,0.000627385764392246
CO_AUTHOR_full,betweenness,Anna Bernasconi,0.000627385764392246
CO_AUTHOR_full,betweenness,Arif Canakoglu,0.000627385764392246
CO_AUTHOR_full,betweenness,Scientific communication group,0.000627385764392246
CO_AUTHOR_full,betweenness,Scientific communication leaders,0.000627385764392246
CO_AUTHOR_full,betweenness,Brooke Wolford,0.000627385764392246
CO_AUTHOR_full,betweenness,Scientific communication members,0.000627385764392246
CO_AUTHOR_full,betweenness,Annika Faucon,0.000627385764392246
CO_AUTHOR_full,betweenness,Atanu Kumar Dutta,0.000627385764392246
CO_AUTHOR_full,betweenness,Claudia Schurmann,0.035189109180057125
CO_AUTHOR_full,betweenness,Emi N. Harry,0.000627385764392246
CO_AUTHOR_full,betweenness,Ewan Birney,0.000627385764392246
CO_AUTHOR_full,betweenness,Huy Nguyen,0.000627385764392246
CO_AUTHOR_full,betweenness,Jamal Nasir,0.000627385764392246
CO_AUTHOR_full,betweenness,Mari Kaunisto,0.000627385764392246
CO_AUTHOR_full,betweenness,Matthew Solomonson,0.000627385764392246
CO_AUTHOR_full,betweenness,Nicole Dueker,0.000627385764392246
CO_AUTHOR_full,betweenness,Nirmal Vadgama,0.000627385764392246
CO_AUTHOR_full,betweenness,Frederick G. Hayden,0.0
CO_AUTHOR_full,betweenness,Norio Sugaya,0.0
CO_AUTHOR_full,betweenness,Nobuo Hirotsu,0.0
CO_AUTHOR_full,betweenness,Nelson Lee,0.0
CO_AUTHOR_full,betweenness,Tadashi Ishida,0.0
CO_AUTHOR_full,betweenness,Hisakuni Sekino,0.0
CO_AUTHOR_full,betweenness,Kota Yamada,0.0
CO_AUTHOR_full,betweenness,Simon Portsmouth,0.0
CO_AUTHOR_full,betweenness,Keiko Kawaguchi,0.0
CO_AUTHOR_full,betweenness,Takao Shishido,0.0
CO_AUTHOR_full,betweenness,Masatsugu Arai,0.0
CO_AUTHOR_full,betweenness,Kenji J. Tsuchiya,0.0
CO_AUTHOR_full,betweenness,Takeki Uehara,0.0
CO_AUTHOR_full,betweenness,Akira Watanabe,0.0
CO_AUTHOR_full,betweenness,Derek C. Angus,0.0
CO_AUTHOR_full,betweenness,Farah Al-Beidh,0.0
CO_AUTHOR_full,betweenness,Djillali Annane,0.0
CO_AUTHOR_full,betweenness,Abi Beane,0.0
CO_AUTHOR_full,betweenness,Wilma van Bentum-Puijk,0.0
CO_AUTHOR_full,betweenness,Lindsay R. Berry,0.00025642305178407885
CO_AUTHOR_full,betweenness,Zahra Bhimani,0.0
CO_AUTHOR_full,betweenness,Charlotte Bradbury,0.0
CO_AUTHOR_full,betweenness,Frank Brunkhorst,0.0
CO_AUTHOR_full,betweenness,Meredith Buxton,0.0
CO_AUTHOR_full,betweenness,Adrian Buzgau,0.00025642305178407885
CO_AUTHOR_full,betweenness,Michelle A. Detry,0.0
CO_AUTHOR_full,betweenness,Lise J Estcourt,0.0
CO_AUTHOR_full,betweenness,Mark Fitzgerald,0.00025642305178407885
CO_AUTHOR_full,betweenness,Cameron Green,0.0
CO_AUTHOR_full,betweenness,Rashan Haniffa,0.0
CO_AUTHOR_full,betweenness,Alisa M. Higgins,0.0
CO_AUTHOR_full,betweenness,Christopher M. Horvat,0.00025642305178407885
CO_AUTHOR_full,betweenness,Sebastiaan Hullegie,0.0
CO_AUTHOR_full,betweenness,Peter Krüger,0.0
CO_AUTHOR_full,betweenness,François Lamontagne,0.0
CO_AUTHOR_full,betweenness,Patrick R. Lawler,0.0
CO_AUTHOR_full,betweenness,Kelsey Linstrum,0.00025642305178407885
CO_AUTHOR_full,betweenness,Edward Litton,0.0
CO_AUTHOR_full,betweenness,Elizabeth Lorenzi,0.00025642305178407885
CO_AUTHOR_full,betweenness,John Marshall,0.0
CO_AUTHOR_full,betweenness,Daniel F. McAuley,0.0
CO_AUTHOR_full,betweenness,Anna McGlothin,0.00025642305178407885
CO_AUTHOR_full,betweenness,Bryan J. McVerry,0.0
CO_AUTHOR_full,betweenness,Stephanie A. Montgomery,0.00025642305178407885
CO_AUTHOR_full,betweenness,Paul Mouncey,0.0
CO_AUTHOR_full,betweenness,Alistair Nichol,0.0
CO_AUTHOR_full,betweenness,Rachael Parke,0.0
CO_AUTHOR_full,betweenness,Kathy Rowan,0.0
CO_AUTHOR_full,betweenness,Ashish Sanil,0.00025642305178407885
CO_AUTHOR_full,betweenness,Marlene Santos,0.0
CO_AUTHOR_full,betweenness,Christina Saunders,0.00025642305178407885
CO_AUTHOR_full,betweenness,Christopher Seymour,0.00025642305178407885
CO_AUTHOR_full,betweenness,Anne Turner,0.0
CO_AUTHOR_full,betweenness,Balasubramanian Venkatesh,0.00025642305178407885
CO_AUTHOR_full,betweenness,Ryan Zarychanski,0.00025642305178407885
CO_AUTHOR_full,betweenness,Roger Lewis,0.0
CO_AUTHOR_full,betweenness,Steven A. Webb,0.00025642305178407885
CO_AUTHOR_full,betweenness,Nguyễn Thanh Liêm,0.0
CO_AUTHOR_full,betweenness,Nguyễn Thị Dung,0.0
CO_AUTHOR_full,betweenness,Luong Thi San,0.0
CO_AUTHOR_full,betweenness,Pham Phuong Mai,0.0
CO_AUTHOR_full,betweenness,Pham Thi Suu,0.0
CO_AUTHOR_full,betweenness,Le Thi Quynh Mai,0.0
CO_AUTHOR_full,betweenness,Ngo Thi Thi,0.0
CO_AUTHOR_full,betweenness,Dao Bach Khoa,0.0
CO_AUTHOR_full,betweenness,Le Phuc Phat,0.0
CO_AUTHOR_full,betweenness,Nguyen Thanh Truong,0.0
CO_AUTHOR_full,betweenness,Hoang Thuy Long,0.0
CO_AUTHOR_full,betweenness,Cao Việt Tùng,0.0
CO_AUTHOR_full,betweenness,Le Truong Giang,0.0
CO_AUTHOR_full,betweenness,Nguyen Dac Tho,0.0
CO_AUTHOR_full,betweenness,Le Hong Nga,0.0
CO_AUTHOR_full,betweenness,Nguyen Thi Kim Tien,0.0
CO_AUTHOR_full,betweenness,Le Hoang San,0.0
CO_AUTHOR_full,betweenness,Lê Văn Tuấn,0.0
CO_AUTHOR_full,betweenness,Christiane Dolecek,0.0
CO_AUTHOR_full,betweenness,Constance Schultsz,0.0
CO_AUTHOR_full,betweenness,Peter K.C. Cheng,0.0
